,y(01),y(02),y(03),y(04),y(05),y(06),y(07),y(08),y(09),y(10)
1991-04,6.245365915469001,6.781372788812,7.151579544105,7.419563716383999,7.6224437309169994,7.781888172572,7.910605973903,8.016151234476,8.103138387837,8.174520756362
1991-05,6.2288078210140005,6.758683303765,7.132918271012,7.415518102673,7.637538234327001,7.815609185026999,7.959652636604,8.076227643006,8.170055199710001,8.244754942309001
1991-06,6.330291897186,6.9265326218570005,7.336555443718,7.635836683923,7.863095573139,8.039731470762,8.178573230337,8.287955261051,8.373694529575,8.440095119247001
1991-07,6.207699943372999,6.754098775181,7.169376543504,7.485218429202,7.725693902299,7.909049171382001,8.049085096719999,8.156215281421,8.238277590396,8.301155719425
1991-08,5.797589557798001,6.296152644842,6.707075583824,7.044173554808,7.319170409742,7.542006685606,7.721103048977,7.863585548332,7.9754781449020005,8.061867215361
1991-09,5.53136475395,5.995199269828,6.3803639340460006,6.6993351534570005,6.962670561895,7.1792963736479996,7.356752482479,7.5014014460239995,7.618606610242,7.7128838703480005
1991-10,5.217312387703,5.7005555682089994,6.120040774582,6.482794725654,6.795106140911,7.062601448412,7.29031283515,7.482739407345999,7.643902151714999,7.777393319857
1991-11,4.841785377926,5.394338115155,5.873830879195,6.288100673731001,6.644253204129,6.948726294706,7.207348024428001,7.425390010743,7.607616236782,7.758327785421
1991-12,4.232302778896,4.81442630932,5.308871418683999,5.726962994392,6.078791312872,6.373334226803,6.618567936539001,6.821567374091999,6.988597137558,7.125193831354999
1992-01,4.426842144326001,5.158167235686,5.7552336305509995,6.239983677566,6.631102313897,6.944471333299,7.193562902217,7.38978021295,7.542752160327,7.660588051109
1992-02,4.507341336958,5.268346713395,5.8718941550390005,6.34747328007,6.719570999445,7.008466367474999,7.2309045736,7.400667894489999,7.529058856842999,7.625308656636999
1992-03,4.763165087663,5.6243938048699995,6.260485720637,6.726510221171,7.065086604008,7.309046038292,7.483546115039999,7.607747440301,7.6961402932939995,7.759592069838001
1992-04,4.4875546527850005,5.389662751047,6.0771169157089995,6.597138366058,6.987432456004,7.277993983432999,7.4925838742719995,7.649935329022,7.76473747231,7.848436208121001
1992-05,4.345630352612,5.148733799459,5.78146060867,6.277591316142,6.664724618690999,6.965346462959,7.197721376739999,7.376634774669,7.514010422828,7.619423407587
1992-06,4.168424998812,4.859666333434,5.445596806007,5.940065724328001,6.355305097266,6.702105155822,6.9899717022329995,7.227267109212001,7.42133661281,7.5786213810389995
1992-07,3.7417936384400003,4.428548547038,5.011588882993999,5.504408576796,5.9189879217209995,6.265949116153001,6.554696659075001,6.793544023037,6.989827898157,7.150011181708
1992-08,3.563517927936,4.209118594562,4.780545808844,5.284282139426,5.726329708123,6.112242870841,6.447158780084,6.735825962465,6.982631036383999,7.191623687297
1992-09,3.2185292995459998,3.867294877396,4.447645485755,4.964973809289,5.424310260793001,5.830345338332,6.187450669055001,6.499698814503,6.770881908046,7.0045291911389995
1992-10,3.7227701221369998,4.4577260884909995,5.093074234305,5.618631464292,6.044787967482001,6.38800218655,6.664692222686,6.889038766686999,7.072511977068,7.224084211423
1992-11,4.013778851667,4.834338553128,5.483747087627,5.981968443119,6.361248866596,6.651365570643,6.875888721758,7.052314451671999,7.193266816502,7.30776321248
1992-12,3.730429843394,4.505208267065,5.180397994293,5.710688617553999,6.113687858333,6.418885450035,6.652433125106,6.834166043193001,6.978279088889001,7.094729374780001
1993-01,3.5368180843580004,4.192352359029,4.772530398480001,5.261785994228,5.664936997273999,5.993991200294,6.262184943426,6.48156145665,6.662211603245,6.812242763706
1993-02,3.381081434864,3.924231940507,4.445698556843,4.908765982645,5.304551169732,5.636523359267,5.912780930038,6.142386624464001,6.33377753255,6.494199649109
1993-03,3.414189226888,3.961519323105,4.479780542258,4.939130186366,5.3328160068059995,5.664536811635999,5.941988757782,6.173725015463001,6.367751726867,6.531004847166
1993-04,3.3002139489499998,3.792657081807,4.307318285022,4.781150844743999,5.193165654549,5.541632432218,5.832697430535999,6.074923478045,6.276842234196,6.445994780448999
1993-05,3.6387502687800004,4.203946532031,4.6736756473089995,5.067253311641,5.399449488186001,5.6817096854789995,5.92301277111,6.130480949073,6.309819371381001,6.465637498028
1993-06,3.549405327826,4.023367389881,4.4286940935170005,4.776963289787,5.077568675165,5.338173186583,5.565060219252,5.763407261089999,5.9375003263999995,6.090902979874
1993-07,3.600641292816,4.115419433887,4.5363578481269995,4.883420835516,5.1719752319809995,5.4138940261520005,5.618389330861,5.792641773334,5.942276678,6.071724883497
1993-08,3.4463129644609998,3.846764868819,4.206267220167001,4.523994407228,4.802045063603,5.043945228477,5.253756231184,5.435564543760999,5.593209070687999,5.73015287898
1993-09,3.445137743373,3.887354250181,4.250399522942,4.553577312573,4.810773516739,5.0320435143669995,5.224733239626,5.394269472112,5.544716006461001,5.679164519062001
1993-10,3.53701785984,3.964125959415,4.316116729849,4.611491420894,4.863030425952,5.079757176884,5.268207535547,5.433249782872,5.578614894517,5.707240702924
1993-11,3.6706034061210002,4.1768809692,4.582511220819,4.914080917244,5.189437478395,5.42095646732,5.617517732845,5.785708257092001,5.9305625395099995,6.056026228635
1993-12,3.683366075574,4.207051227153,4.612443986623,4.938516399219,5.208374832892,5.436201851973999,5.631137517191,5.799431219909001,5.945626739830001,6.073213277584999
1994-01,3.565709743258,4.066243583573,4.454629110905,4.766501586883,5.024274024128,5.242245102937,5.429740580303,5.5930332967,5.7365095360269995,5.863373709516
1994-02,4.099515718959,4.649680271158,5.045457399629,5.356026409131,5.612172378785,5.828459749395,6.012819928752,6.17049851301,6.305574979209,6.421496653596
1994-03,4.552171684858,5.207936711827,5.6555776206149995,5.996910178406,6.26548535322,6.4780854750320005,6.646899823659,6.781794581062,6.890651960681,6.979571652758
1994-04,5.03206434087,5.723381915831999,6.129161588622,6.404042108434,6.609303621634999,6.772015652178,6.905600422876001,7.0175097560049995,7.112326233380999,7.193123321512999
1994-05,5.313799028521999,5.961860517311,6.324165807329,6.553371401115,6.721418669499,6.860723558375,6.984849639417,7.09873175658,7.2036247684940005,7.299421795258
1994-06,5.479536670083999,6.1078069628559994,6.462237239406001,6.715478586007,6.915326135432,7.079849824469,7.217861888135,7.33455180501,7.4334126152349995,7.517022533981001
1994-07,5.388086488882999,5.938869699805,6.256974353959,6.485590606065,6.6669095408759995,6.817143135979,6.944150685499,7.052502071043,7.145234574139,7.224567483942
1994-08,5.49561449599,6.0551864806980005,6.371039287548999,6.584908558486,6.749163664522,6.884335157984999,6.999800200149,7.100519781691,7.189453852244999,7.26854532849
1994-09,5.910917644184999,6.5118554532360005,6.85353512667,7.064818012005,7.212404143943,7.32954098745,7.431840942347,7.5258978354709996,7.613908096145999,7.696094759817999
1994-10,6.122855744132,6.7239009614339995,7.047562006460001,7.255546185858999,7.406458297635,7.524508461637,7.621106278972,7.702322013128001,7.771741704183,7.831676643502001
1994-11,6.8063,7.3168,7.5118,7.6135,7.6791,7.7272,7.7654,7.7974,7.8252,7.8499
1994-12,7.2524,7.563,7.6626,7.7117,7.7418,7.7628,7.7788,7.7917,7.8024,7.8116
1995-01,6.7851,7.1627,7.3169,7.3936,7.4404,7.4745,7.5029,7.5281,7.5515,7.5736
1995-02,6.3772,6.6846,6.8329,6.9209,6.9888,7.0512,7.1117,7.1705,7.2266,7.279
1995-03,6.408348338603999,6.699819104611,6.840342026763,6.924653338535,6.990566507015001,7.0512203916209995,7.109870246433,7.166363883280001,7.219772335732,7.2693169928820005
1995-04,6.246391232641,6.497484921859,6.6397819614680005,6.727952367416,6.792463006843,6.849288788221999,6.905933810784,6.965122081275001,7.027025713646999,7.090582517998
1995-05,5.771464557000001,5.812917685242,5.869037625894999,5.935801775813,6.009809464825,6.088210995328,6.168640707243,6.249155052035,6.328176148462,6.404440940223
1995-06,5.68127326596,5.760062038268,5.822074898875001,5.880733813909,5.94232257329,6.0089699958630005,6.080516458312,6.155658895814001,6.232633985713,6.309609302342
1995-07,5.674712270912,5.832782199154,5.957875370358,6.062425499497,6.154367399309,6.238573468177,6.317864703115999,6.393717005822,6.466750131096999,6.537062307476
1995-08,5.634153682589001,5.774153640405999,5.876600371897,5.9592394985979995,6.032465028197,6.101963900167,6.170479707859,6.238976804466,6.307398443484,6.375151879731
1995-09,5.675856278901,5.792660985059,5.8628391658389996,5.913740951065,5.959981217166,6.008548344815,6.062012026095999,6.120509378353,6.182951621021,6.247738022355
1995-10,5.538909050739,5.591577916242,5.649000781678,5.709812391113,5.772780981236,5.8368095302750005,5.900932918791,5.964312277152,6.026227491346999,6.086068600354
1995-11,5.34994092523,5.329611987323,5.371483142325999,5.436739622706,5.510162640441001,5.585304330556999,5.659237190725,5.730565975569999,5.798617290987999,5.863082943226
1995-12,5.13797249319,5.147299506413,5.207285069859,5.278858829634,5.35225018437,5.424326007668,5.493861827739,5.560343429931001,5.6235675032,5.683482116182
1996-01,4.9203163594,4.927549087792,5.022852506117,5.137204687432,5.2515476970209995,5.360398245765,5.462187204444,5.556577566634999,5.643664818018,5.723712523613
1996-02,5.180459739157,5.357594640507,5.5034044926479995,5.630837794523,5.747072339375,5.855806674048001,5.958707597961,6.056311474792,6.148574721207,6.2352010806500004
1996-03,5.4596518581060005,5.7342963388329995,5.889314007129,5.993111703873,6.078458669457,6.159558547144001,6.241320063308001,6.32429673517,6.4072473237150005,6.488407607476
1996-04,5.623354964272,5.973407700856,6.161256461999001,6.277467426068999,6.365430308932001,6.444358987,6.521503360311001,6.598520400654,6.674714507424,6.748622338674999
1996-05,5.731876475118001,6.158464046111,6.377110945937999,6.499588421785999,6.581218025101,6.647842650607999,6.710327819319999,6.772247536485,6.833876097691999,6.8941998387479995
1996-06,5.739496668371,6.076532297586,6.2427356475349995,6.340087584955,6.4134920877649995,6.480907309939999,6.548102053131,6.615728154853,6.682599782793,6.747132951217999
1996-07,5.841850916375999,6.152008055294,6.319821841313,6.422574596688,6.497763227983,6.562492318433,6.623717891731,6.6835758577719995,6.742093280807,6.7985228070720005
1996-08,5.838554512719001,6.271242388233,6.466599742532001,6.574835954759001,6.654246717158,6.725479726553,6.7944482765859995,6.861772297954,6.926514059516999,6.987550980908999
1996-09,5.720442654797,6.039212713611,6.207954298635,6.326982911767,6.422776587806999,6.504736037415,6.577057357666,6.641955460264,6.700756501832,6.754336448896001
1996-10,5.48780667908,5.696338789592001,5.847165819895,5.962499540851001,6.056457383118,6.137746426986,6.211507684141999,6.280574637649,6.346324762770999,6.409249505486
1996-11,5.383091424628001,5.534768781345,5.635857251109001,5.712004146833,5.777649940409,5.840331743047,5.903445358407001,5.967997202943,6.0336983992110005,6.099633786567
1996-12,5.5791514657070005,5.825916690351,5.9810052081350005,6.084290697605,6.159854126124,6.2217143421420005,6.277582496437,6.331302025349999,6.384418289161,6.4371750683930005
1997-01,5.592016540392,5.855169085662,6.021711492350001,6.133941196077,6.217275427482001,6.286428485418,6.349439202987,6.410275428269,6.470500922144001,6.530327928198
1997-02,5.704566837641,5.9967049194449995,6.163922107345001,6.264617202564,6.332654275925,6.3868446760549995,6.436933373125,6.487343920713,6.539493668573999,6.593202745353
1997-03,6.021603934187,6.362396540802,6.5405097132089995,6.640485242201001,6.706089312423001,6.758783600683,6.808129914319,6.857576239227001,6.907617871519,6.957481064033001
1997-04,5.894821745439,6.195109344695999,6.3525871104639995,6.442758521244,6.5044776840209995,6.556540974067,6.6070618785469994,6.658696091986,6.711499010257,6.764446113694
1997-05,5.801766000034,6.130240502772,6.289304472941001,6.375918681991,6.435680219095,6.488410170211999,6.541434349312,6.596356510193,6.652425109826,6.708141326273
1997-06,5.7407664812290005,6.023909695706,6.176856494841,6.2650525223810005,6.324346212007001,6.373308286085,6.4206585141620005,6.469691212954,6.520871715612,6.573327358011
1997-07,5.543238331594,5.654722702173999,5.730434161914999,5.787924665226999,5.837393410203,5.884354634041999,5.931409760617,5.979412012891999,6.028221235152,6.077184195895
1997-08,5.705423964263001,5.915998375449999,6.032214095056,6.106056125606001,6.163360706599,6.2159329336689995,6.2683057975750005,6.321447433397,6.3747465290709995,6.427038245415
1997-09,5.614980128267,5.749855610866,5.836385009461,5.908005545122,5.971367850908001,6.0288263692470005,6.0815013990989994,6.1300442099709995,6.174892407165999,6.216372357983
1997-10,5.505164052917,5.596995059166,5.650032826196001,5.6877201519280005,5.722118313918,5.758678902616,5.79915928327,5.843375197874,5.890231042862999,5.9383062742309995
1997-11,5.651535585066,5.733951668932001,5.765091979566,5.775303677077,5.780897638577,5.7897967240199995,5.805065408366,5.827085703494999,5.854874292628,5.8868597402
1997-12,5.565365977043,5.615786506556,5.639267342614,5.65210354493,5.663369240053,5.677605336076,5.6965889448119995,5.720484269159,5.7485794316089995,5.779748221504001
1998-01,5.326119197895,5.30214006112,5.304850747173,5.327069006892,5.363073326058,5.408325894171,5.459247554462,5.51303491325,5.567511663256,5.621007689550001
1998-02,5.478817976318999,5.503721467740999,5.520146176775,5.536449488668,5.556726193582,5.582458735251,5.613600996935,5.649278641833,5.688231878508001,5.729086848327
1998-03,5.495219422401,5.557820712840001,5.5859530473909995,5.60133291849,5.615477098473001,5.6337616956800005,5.6579926327,5.688010128709999,5.722670935471999,5.760433463003
1998-04,5.466788806195001,5.551867693109,5.570773320894,5.584090321189,5.607087628606,5.640223191734001,5.680151459081,5.723347975686999,5.7670652262279996,5.809404635588
1998-05,5.4841330230850005,5.504015839040999,5.503907879177,5.51869650514,5.542990517015999,5.571574252545,5.601611204816999,5.631637819398001,5.660883792658,5.688936476368
1998-06,5.4244757530420005,5.473390415719,5.465166818796999,5.453403158491,5.451393278509999,5.45960551209,5.475290270677,5.4955432877709995,5.518083459736,5.541302071325001
1998-07,5.394129525058,5.463635442387,5.479840626568,5.479408065174001,5.479377902694,5.486393330219999,5.501858211228,5.524759156732,5.55316185401,5.584966190075001
1998-08,5.055343662197,4.989993838197,4.958743825765,4.953711825459,4.968339917085,4.997223451706,5.035949471632001,5.080948813978,5.129363941967,5.178932900826
1998-09,4.5112197030339996,4.3723476619040005,4.303252395633,4.286779486421,4.309178397999,4.359475315648,4.42895836581,4.510755292679,4.599487186541,4.690984755974
1998-10,4.3968159091070005,4.303780067057,4.280613467554,4.308756747529,4.373368134116,4.462656482164999,4.56732805525,4.680128136149,4.795461656734,4.909079635398
1998-11,4.623861661997,4.587735470188,4.5813434661059995,4.598204248539,4.632835774480999,4.680621512753,4.737693300360999,4.800828898013,4.867362475959,4.935106468991
1998-12,4.604132308857,4.582928962501001,4.590021990275,4.618958637856,4.664295959756,4.721465133187,4.7866526330229995,4.856696265259999,4.92899428764,5.001426051149
1999-01,4.631452939802,4.606102251986,4.577019043557,4.573813308920999,4.60128365941,4.654550932896,4.726000144919,4.8082174632740005,4.895036391197,4.981740818012
1999-02,4.988886263719,5.121085915297,5.180789539556001,5.220277597613,5.261629162126,5.311896896957,5.371177914746999,5.436781256907,5.505282940863,5.573461787883001
1999-03,4.842035559773,4.990334446182,5.07262134988,5.136950650409,5.202977266005,5.276463343793,5.356904171638,5.441409057284,5.52657712301,5.609324253182
1999-04,4.894796254637,5.0584409668440005,5.135048050956,5.1884769629,5.244373998621,5.310205402289,5.385473272786,5.4667520013090005,5.550039158040001,5.631748262978999
1999-05,5.12038648513,5.394609971159,5.528566903635,5.602363784147,5.65514430384,5.7042523366369995,5.755869812783001,5.810814510569,5.86761763143,5.924093098451
1999-06,5.240924772408,5.479818232869,5.5796046187810004,5.6459970299030005,5.713295976267,5.788243289038,5.868315925595,5.948925855739,6.025949212733999,6.096385423975001
1999-07,5.307095260921,5.5817004988,5.723177825467,5.811519985807,5.882379247655,5.9496484334440005,6.017101437869001,6.084243252015001,6.14913763561,6.209687750625
1999-08,5.4873969337520005,5.703722611955,5.799229066974,5.871036318283,5.945534547045,6.025293716355,6.106439000383,6.184548872178,6.256287459697,6.3195767612010005
1999-09,5.383328669960999,5.591110199521,5.687019003666,5.761329420077,5.840716094458999,5.928281677195,6.019870820834,6.110256371556,6.19515465158,6.271626841664999
1999-10,5.555691258458,5.7620462740030005,5.8395874150300005,5.894875004968999,5.9579345419120004,6.031757344594,6.111526003962999,6.191514500753,6.267167778362,6.335425547169
1999-11,5.78169595316,5.9437457130019995,5.992524922575999,6.028519963794,6.079558363726,6.147022790035,6.224531260076,6.304914031269,6.382406462277,6.453014740247999
1999-12,6.017326674396,6.183212337487,6.226346773857,6.280346514979,6.353506312842,6.4346010786,6.51411573544,6.5864998671790005,6.649076961806,6.700890119585
2000-01,6.293477439608001,6.54579405715,6.604054809479001,6.617202393714,6.626399787553001,6.639135558733,6.6539483743900005,6.6680610863859995,6.679349686267999,6.686583424321
2000-02,6.27814428138,6.45441831612,6.506327413706,6.532803382141,6.550733472856,6.561143355396,6.563536242746,6.55816842895,6.545935149497,6.528008111289001
2000-03,6.34298744882,6.409472718946001,6.351671849285,6.284213227801,6.2350245229159995,6.2049996268009995,6.1885417364310005,6.179951294142,6.174952633256,6.1707138002779995
2000-04,6.486366536535,6.584078812846,6.538317443098,6.480989693573999,6.436267618523001,6.4032675863,6.377467064465,6.355316882883001,6.334663430048,6.314362748521
2000-05,6.674952840556999,6.650208735355,6.55047475566,6.495840943861,6.467487337313,6.449831079667,6.435551638409,6.421571609319,6.406731358151999,6.3907265186940005
2000-06,6.406459918912,6.342978688036999,6.235610793731,6.175045717365,6.151073643572,6.14697104162,6.151893584177,6.159834577583999,6.167644574871,6.1737457563069995
2000-07,6.3774799155710005,6.278701092335,6.188159913769,6.137171978824,6.113002299375,6.102771044622,6.098558286903,6.096092334155,6.0932223504489995,6.0889526744780005
2000-08,6.2730361251460005,6.114004291044,5.997055849971,5.932234558505,5.901724949031,5.89022821505,5.888138410699001,5.8899642437779995,5.892692766868,5.894726933983001
2000-09,6.18769830029,5.941011689716,5.813367467512999,5.776791897324999,5.789548814634,5.825037580491,5.868714342202,5.9130002115639995,5.9540578601,5.990045147131999
2000-10,6.214249070805,5.90783490437,5.775247859553,5.739605464665001,5.74649588014,5.770665092761001,5.800676650388,5.831164494311,5.859551042903,5.884626431752
2000-11,5.943332276688,5.623411328452,5.470472898569,5.412067480255001,5.406434864845999,5.429254334722001,5.466243516673,5.508977150140001,5.552495180748,5.59391565175
2000-12,5.446166050374,5.145769743319,5.032632291601,5.014540250594,5.044159819078001,5.096598232474,5.158477841821,5.222495107585,5.28464265647,5.3427520768150005
2001-01,4.734283074076,4.6695765624889995,4.730020181434,4.8277620599599995,4.933815015878,5.03754587294,5.134793039595,5.223963543902,5.3045902612199995,5.376735532546999
2001-02,4.542335686831,4.464595732427,4.525604116575001,4.627849692273,4.739779164021,4.849901177892,4.953692527337,5.049377751442,5.136385904821,5.214715779728
2001-03,4.170354352013001,4.215354086434,4.353366242743,4.510429429095,4.664992159587,4.8100034214109995,4.9431449429650005,5.063884114905,5.172436052719999,5.269345546148
2001-04,4.068623045787,4.335815432713,4.5805078381760005,4.792550006223,4.978272468859,5.141699520575,5.285558684473,5.411962159993,5.522675200326001,5.619232096331
2001-05,3.8271787204320002,4.267598846088,4.582657540786,4.828705405011,5.032965845049,5.206700908498,5.355853732368,5.484237539883,5.594632220745,5.689232074218
2001-06,3.8848983400129997,4.29498918656,4.601045735233,4.844637668164,5.047763063306999,5.220210089936,5.367466331089,5.493237979084,5.600333775673,5.691030722759
2001-07,3.4896255744889997,3.825085173518,4.144167401852,4.404351371713,4.621030471615,4.805445500027,4.964182612156,5.101436497118,5.220182373026001,5.322712271618999
2001-08,3.3227,3.6758,3.9989,4.2599,4.4777,4.6636,4.824,4.9629,5.0832,5.1872
2001-09,2.4861,2.9036,3.3337,3.7026,4.0155,4.2839,4.5161,4.7179,4.8933,5.0456
2001-10,2.0202,2.4903,2.9663,3.3589,3.6829,3.9554,4.1874,4.3861,4.5566,4.7026
2001-11,2.079,2.8536,3.4417,3.8789,4.2231,4.5048,4.74,4.9382,5.1057,5.2472
2001-12,2.0841,3.0627,3.7433,4.2103,4.5575,4.8304,5.0517,5.2339,5.385,5.5106
2002-01,2.2689,3.1381,3.7572,4.1942,4.5244,4.7862,4.9995,5.1755,5.3217,5.4431
2002-02,2.19,3.0313,3.6158,4.0377,4.3668,4.6349,4.8580000000000005,5.0456,5.2038,5.3371
2002-03,2.7535,3.69,4.2862,4.6948,4.9986,5.2368,5.4291,5.5869,5.7171,5.8248
2002-04,2.298,3.234,3.8567,4.2803,4.5956,4.8445,5.0475,5.2159,5.3568,5.475
2002-05,2.3312,3.1684,3.7146,4.1143,4.4334,4.6988,4.9238,5.1161,5.2809,5.4222
2002-06,2.0580000000000003,2.8456,3.4232,3.8502,4.1888,4.4694,4.7076,4.9123,5.0892,5.2423
2002-07,1.7066,2.2241,2.7731,3.2384,3.63,3.9645,4.2534,4.5044,4.7229,4.9128
2002-08,1.7241,2.1109,2.5421,2.9406,3.2983,3.6169,3.8994,4.1486,4.3675,4.5588
2002-09,1.4887,1.7048,2.0457,2.4089,2.7597,3.0861,3.3843,3.6537,3.8951,4.1101
2002-10,1.3795,1.6908,2.1106,2.5311,2.9252,3.2857,3.6116,3.9038,4.1642,4.395
2002-11,1.53,2.0892,2.5797,3.0049,3.3777,3.7061,3.9955,4.2502,4.4735,4.6685
2002-12,1.2389,1.5945,2.035,2.4584,2.8458,3.195,3.5075,3.7855,4.0317,4.2487
2003-01,1.2788,1.7249,2.224,2.6716,3.0605,3.3988,3.6944,3.9531,4.1798,4.3781
2003-02,1.2199,1.5273,1.9454,2.3573,2.7337,3.0705,3.3699,3.6355,3.8707,4.0785
2003-03,1.1654,1.5392,2.0058,2.4459999999999997,2.8389,3.1862,3.4929,3.7642,4.004,4.2158
2003-04,1.1634,1.5326,2.0186,2.4799,2.8853,3.2352,3.5369,3.7982,4.0253,4.2231
2003-05,1.1338,1.3252,1.6363,1.9831,2.3267,2.6502,2.9469,3.2153,3.4559,3.6702
2003-06,1.0331,1.3274,1.7167,2.1134,2.4851,2.8219,3.1229,3.3906,3.628,3.8383
2003-07,1.2617,1.8192,2.3984,2.9184,3.3703,3.7612,4.0998,4.3935,4.6482,4.8687
2003-08,1.3016,1.9445,2.5518,3.0585,3.4789999999999996,3.8329,4.1345,4.3937,4.6171,4.8099
2003-09,1.08,1.4792,1.9762,2.4441,2.859,3.2225,3.5408,3.82,4.065,4.2798
2003-10,1.275,1.8494,2.4032,2.8789999999999996,3.2854,3.6356,3.9397,4.205,4.4366,4.6386
2003-11,1.4354,2.0537,2.5786,3.0151,3.3866,3.7084,3.9898,4.2368,4.4538,4.6442
2003-12,1.2427,1.825,2.3796,2.8496,3.2465,3.5862,3.88,4.1359,4.3593,4.5544
2004-01,1.2652,1.8317,2.3609999999999998,2.8078,3.1860000000000004,3.5109,3.7929,4.0394,4.2553,4.4445
2004-02,1.1586,1.6451,2.1693,2.6262,3.0125,3.3413,3.6245,3.8707,4.0859,4.2745
2004-03,1.161,1.5759999999999998,2.0283,2.4448,2.8163,3.1463,3.4394,3.6997,3.9306,4.135
2004-04,1.6193,2.3449,2.8898,3.315,3.6658,3.9649,4.2239,4.4499,4.6477,4.8209
2004-05,1.8555,2.5613,3.0873,3.5014,3.8433,4.1334,4.3833,4.5999,4.7882,4.9517
2004-06,2.0742,2.7075,3.1654,3.5307,3.8393,4.1064,4.3401,4.5452,4.7254,4.8834
2004-07,2.0969,2.6838,3.1074,3.4496,3.7418,3.9971,4.2223,4.4217,4.5982,4.7544
2004-08,1.9759,2.3932,2.7498,3.0635,3.3444,3.5983,3.8287,4.0377,4.2267,4.3968
2004-09,2.2276,2.6039,2.903,3.1639999999999997,3.4031,3.6262,3.8346,4.0279,4.2058,4.3677
2004-10,2.2518,2.5453,2.8177,3.0735,3.3138,3.5386,3.7475,3.94,4.1161,4.2757
2004-11,2.6631,3.0298,3.2907,3.5099,3.7119,3.9041,4.0873,4.2599,4.4204,4.5674
2004-12,2.7691,3.0653,3.2722,3.4518,3.6247,3.795,3.9611,4.1202,4.2694,4.407
2005-01,2.9727,3.2573,3.4251,3.5557,3.6788,3.8022,3.9259,4.0473,4.1633,4.2716
2005-02,3.2539999999999996,3.5845,3.7567,3.8734,3.9757,4.077,4.1797,4.2817,4.3804,4.4732
2005-03,3.4287,3.7855,3.9514,4.0541,4.1429,4.2334,4.3275,4.4227,4.5156,4.6031
2005-04,3.3855,3.6232,3.725,3.7923,3.8608,3.9392,4.026,4.1169,4.2076,4.2946
2005-05,3.3845,3.5692,3.6303,3.6672,3.7129,3.7738,3.8468,3.9268,4.0087,4.0887
2005-06,3.5033,3.6194,3.6445,3.6589,3.6879,3.7349,3.7957,3.8645,3.9363,4.0069
2005-07,3.8567,4.0108,4.0508,4.0645,4.0842,4.1179,4.1644,4.2192,4.2777,4.3361
2005-08,3.7522,3.8071,3.8086,3.8094,3.8261,3.8605,3.9083,3.9646,4.0246,4.0844
2005-09,4.1353,4.1302,4.1174,4.1411,4.1823,4.2299,4.2788,4.3266,4.3721,4.4146
2005-10,4.3269,4.4013,4.4003,4.3957,4.4083,4.4397,4.4846,4.5373,4.5925,4.6465
2005-11,4.3798,4.3993,4.3699,4.3517,4.359,4.3896,4.4363,4.492,4.5507,4.6083
2005-12,4.4007,4.3815,4.3389,4.3066,4.2946,4.3026,4.3262,4.3604,4.4004,4.4422
2006-01,4.5557,4.4998,4.4596,4.4391,4.4372,4.4505,4.4751,4.507,4.543,4.5803
2006-02,4.69,4.6588,4.6165,4.5807,4.5577,4.5484,4.5508,4.562,4.5791,4.5994
2006-03,4.8263,4.8103,4.7813,4.7624,4.7603,4.7745,4.8014,4.8368,4.8765,4.9172
2006-04,4.8822,4.8381,4.8209,4.8283,4.8554,4.8968,4.9474,5.0027,5.0591,5.1138
2006-05,5.0399,5.0028,4.9668,4.9502,4.9563,4.9818,5.0213,5.0692,5.1206,5.1718
2006-06,5.2101,5.1304,5.0576,5.0167,5.0076,5.0223,5.0523,5.0903,5.131,5.1707
2006-07,5.0645,4.9342,4.8593,4.827,4.8258,4.8462,4.8803,4.9221,4.9671,5.0117
2006-08,4.9509,4.7425,4.6434,4.6089,4.6118,4.6355,4.6697,4.7084,4.7477,4.7853
2006-09,4.8775,4.6603,4.552,4.5101,4.5077,4.5282,4.5609,4.5991,4.6385,4.6766
2006-10,4.8797,4.6572,4.5426,4.4947,4.4872,4.5034,4.5327,4.5683,4.6057,4.6423
2006-11,4.8173,4.5687,4.4336,4.3708,4.3532,4.363,4.3887,4.4226,4.4596,4.4965
2006-12,4.953,4.7738,4.6687,4.6164,4.6006,4.6094,4.6339999999999995,4.6676,4.7056,4.7444
2007-01,5.0035,4.8697,4.7881,4.7453,4.7307,4.736000000000001,4.7547,4.782,4.8139,4.8476
2007-02,4.8384,4.6016,4.4811,4.4327,4.4281,4.4491,4.484,4.5253,4.5682,4.6097
2007-03,4.8309,4.5896,4.4797,4.4481,4.4619,4.5009,4.5524,4.6086,4.6648,4.718
2007-04,4.8408,4.575,4.4561,4.4212,4.4333,4.4707,4.5204,4.5744,4.6283,4.6793
2007-05,4.9679,4.8813,4.8154,4.7781,4.768,4.7797,4.8069999999999995,4.8441,4.8861,4.9292
2007-06,4.9173,4.8475,4.8202,4.8233,4.8474,4.8848,4.9296,4.9775,5.0251,5.0699
2007-07,4.7404,4.5331,4.4761,4.4933,4.5452,4.611000000000001,4.6795,4.745,4.8046,4.8569
2007-08,4.2885,4.151,4.1143,4.1426,4.2101,4.2986,4.3955,4.4922,4.5832,4.6652
2007-09,4.0275,3.9578,3.9834,4.065,4.1752,4.2961,4.416,4.5278,4.6274,4.713
2007-10,4.0285,3.9101,3.9112,3.9806,4.0846,4.2016,4.3181,4.4263,4.5223,4.6042
2007-11,3.1942,3.0362,3.0841,3.2343,3.4252,3.6215,3.8045,3.9655,4.1016,4.2134
